rms,Genre
0.06551593,Pop
0.06583925,Pop
0.068080366,Pop
0.068230756,Pop
0.07782863,Pop
0.12834838,Pop
0.20393582,Pop
0.22058488,Pop
0.23958988,Pop
0.23862942,Pop
0.20062934,Pop
0.19218275,Pop
0.1977924,Pop
0.18450621,Pop
0.15913346,Pop
0.14441143,Pop
0.09094729,Pop
0.0529569,Pop
0.051473387,Pop
0.05269172,Pop
0.12642534,Pop
0.18607599,Pop
0.2073575,Pop
0.2245987,Pop
0.20356105,Pop
0.17279205,Pop
0.16609132,Pop
0.15868646,Pop
0.14518999,Pop
0.119282715,Pop
0.1314832,Pop
0.14873953,Pop
0.17683676,Pop
0.2023407,Pop
0.1805886,Pop
0.15052374,Pop
0.11497648,Pop
0.06134563,Pop
0.09064268,Pop
0.17029321,Pop
0.21696213,Pop
0.23079821,Pop
0.22207582,Pop
0.17219564,Pop
0.10697848,Pop
0.068251185,Pop
0.10118666,Pop
0.14288114,Pop
0.16303983,Pop
0.18729375,Pop
0.17909524,Pop
0.14374311,Pop
0.12225045,Pop
0.08296414,Pop
0.106328756,Pop
0.17961754,Pop
0.20458241,Pop
0.20569465,Pop
0.18459222,Pop
0.11544892,Pop
0.059851874,Pop
0.051333264,Pop
0.04931278,Pop
0.058983184,Pop
0.13019514,Pop
0.16056126,Pop
0.17540066,Pop
0.18381667,Pop
0.15014541,Pop
0.12462995,Pop
0.11749397,Pop
0.1447795,Pop
0.16784467,Pop
0.1806688,Pop
0.17941281,Pop
0.15593989,Pop
0.13774855,Pop
0.1328426,Pop
0.1265894,Pop
0.13680519,Pop
0.14183863,Pop
0.14171453,Pop
0.15834412,Pop
0.16170241,Pop
0.15878426,Pop
0.14373372,Pop
0.12187072,Pop
0.12532356,Pop
0.16907306,Pop
0.20295289,Pop
0.21652043,Pop
0.2158463,Pop
0.19687028,Pop
0.18851876,Pop
0.19794963,Pop
0.19943976,Pop
0.19074833,Pop
0.17191534,Pop
0.14470915,Pop
0.12518431,Pop
0.09714005,Pop
0.08115879,Pop
0.073066205,Pop
0.053505678,Pop
0.08770403,Pop
0.10930271,Pop
0.12776113,Pop
0.13679056,Pop
0.13336623,Pop
0.14163508,Pop
0.14593555,Pop
0.15179859,Pop
0.15497631,Pop
0.15804754,Pop
0.16706157,Pop
0.18483347,Pop
0.19865975,Pop
0.20198332,Pop
0.19824679,Pop
0.18303554,Pop
0.16837841,Pop
0.16126429,Pop
0.15126546,Pop
0.14062387,Pop
0.12594359,Pop
0.09788827,Pop
0.074578226,Pop
0.055717103,Pop
0.041984357,Pop
0.038641296,Pop
0.03688529,Pop
0.0401373,Pop
0.055941395,Pop
0.07524659,Pop
0.0967732,Pop
0.10329444,Pop
0.13114256,Pop
0.17965135,Pop
0.19146131,Pop
0.20823851,Pop
0.20754917,Pop
0.16411752,Pop
0.14035945,Pop
0.11022867,Pop
0.06903183,Pop
0.07283359,Pop
0.10605028,Pop
0.12701534,Pop
0.14646491,Pop
0.15623946,Pop
0.13868798,Pop
0.121372536,Pop
0.100155,Pop
0.079154536,Pop
0.14748982,Pop
0.20372732,Pop
0.23349899,Pop
0.25886184,Pop
0.23047659,Pop
0.1801681,Pop
0.13645478,Pop
0.07028559,Pop
0.059643913,Pop
0.11774612,Pop
0.17775449,Pop
0.21861294,Pop
0.22706349,Pop
0.20472617,Pop
0.15870641,Pop
0.09996806,Pop
0.073258504,Pop
0.11151036,Pop
0.14679028,Pop
0.16163106,Pop
0.18538195,Pop
0.18158247,Pop
0.15067132,Pop
0.13156383,Pop
0.09147261,Pop
0.04626667,Pop
0.11621758,Pop
0.16416717,Pop
0.178569,Pop
0.18674994,Pop
0.16677079,Pop
0.15588765,Pop
0.20620374,Pop
0.23405032,Pop
0.250246,Pop
0.23328216,Pop
0.17876475,Pop
0.12945849,Pop
0.06871417,Pop
0.053700536,Pop
0.04703125,Pop
0.058782224,Pop
0.14779826,Pop
0.20009293,Pop
0.2385162,Pop
0.26572037,Pop
0.23397619,Pop
0.19109462,Pop
0.14010455,Pop
0.08561706,Pop
0.14644018,Pop
0.16863316,Pop
0.17441301,Pop
0.17127135,Pop
0.12692854,Pop
0.11834797,Pop
0.13509491,Pop
0.14900826,Pop
0.15322414,Pop
0.15488508,Pop
0.14779396,Pop
0.12996915,Pop
0.13471924,Pop
0.13714384,Pop
0.15047792,Pop
0.14974028,Pop
0.15028252,Pop
0.16695243,Pop
0.16894619,Pop
0.19029213,Pop
0.19085953,Pop
0.17517574,Pop
0.16291253,Pop
0.15011649,Pop
0.14687552,Pop
0.14924762,Pop
0.15271951,Pop
0.15716718,Pop
0.16290246,Pop
0.14981535,Pop
0.13363764,Pop
0.11180264,Pop
0.07483913,Pop
0.07294537,Pop
0.11731349,Pop
0.14844099,Pop
0.16906491,Pop
0.18043941,Pop
0.16998489,Pop
0.16018179,Pop
0.15794526,Pop
0.15682083,Pop
0.15398714,Pop
0.15103163,Pop
0.14405099,Pop
0.1356978,Pop
0.1245921,Pop
0.11001069,Pop
0.09194802,Pop
0.09729388,Pop
0.10575204,Pop
0.10937558,Pop
0.11223457,Pop
0.093306154,Pop
0.07192495,Pop
0.058034196,Pop
0.04459033,Pop
0.038427684,Pop
0.03273524,Pop
0.028436985,Pop
0.04418551,Pop
0.04727439,Pop
0.048213005,Pop
0.048337314,Pop
0.049949404,Pop
0.13868153,Pop
0.21889633,Pop
0.23057084,Pop
0.23757331,Pop
0.20672491,Pop
0.122666106,Pop
0.105750896,Pop
0.083918385,Pop
0.06301424,Pop
0.104105614,Pop
0.1259194,Pop
0.14681697,Pop
0.15993483,Pop
0.13702723,Pop
0.1155851,Pop
0.08582075,Pop
0.08766142,Pop
0.11589478,Pop
0.16896495,Pop
0.20195574,Pop
0.19615947,Pop
0.17916286,Pop
0.12735884,Pop
0.06329841,Pop
0.041973002,Pop
0.036955614,Pop
0.07536907,Pop
0.12230923,Pop
0.15210024,Pop
0.17694865,Pop
0.1817497,Pop
0.16554917,Pop
0.15246704,Pop
0.13634655,Pop
0.15015472,Pop
0.1706262,Pop
0.17607912,Pop
0.18155801,Pop
0.15822437,Pop
0.12175959,Pop
0.094218075,Pop
0.05771394,Pop
0.034054298,Pop
0.037460294,Pop
0.05197061,Pop
0.14138532,Pop
0.16290528,Pop
0.164419,Pop
0.16191399,Pop
0.09632631,Pop
0.10578768,Pop
0.15071072,Pop
0.18186389,Pop
0.20020767,Pop
0.19369163,Pop
0.16050528,Pop
0.123735674,Pop
0.08932137,Pop
0.046166267,Pop
0.045753732,Pop
0.067462064,Pop
0.11092448,Pop
0.16585822,Pop
0.1892432,Pop
0.19574511,Pop
0.1769517,Pop
0.13204204,Pop
0.11157875,Pop
0.098614536,Pop
0.10380475,Pop
0.1598521,Pop
0.18092857,Pop
0.20344284,Pop
0.20547237,Pop
0.16395304,Pop
0.1319415,Pop
0.13695654,Pop
0.16329968,Pop
0.16432428,Pop
0.16167629,Pop
0.119686484,Pop
0.06670887,Pop
0.061531413,Pop
0.07537339,Pop
0.108187854,Pop
0.193554,Pop
0.2144544,Pop
0.21013686,Pop
0.19418928,Pop
0.10660532,Pop
0.047900796,Pop
0.03821553,Pop
0.031729005,Pop
0.032865252,Pop
0.12627141,Pop
0.16235843,Pop
0.18879521,Pop
0.20577088,Pop
0.17984946,Pop
0.17052804,Pop
0.1668652,Pop
0.16706264,Pop
0.18922484,Pop
0.18066035,Pop
0.17844172,Pop
0.19837691,Pop
0.20340021,Pop
0.2300215,Pop
0.23344241,Pop
0.21000375,Pop
0.19886705,Pop
0.19149433,Pop
0.20063196,Pop
0.21188056,Pop
0.2070581,Pop
0.19309512,Pop
0.19257893,Pop
0.19982527,Pop
0.2018345,Pop
0.2018587,Pop
0.17291248,Pop
0.13673577,Pop
0.10068131,Pop
0.0566088,Pop
0.045119036,Pop
0.042461436,Pop
0.036937676,Pop
0.037144884,Pop
0.037193198,Pop
0.03652082,Pop
0.037987027,Pop
0.03750304,Pop
0.041217886,Pop
0.11771455,Pop
0.15693735,Pop
0.19203487,Pop
0.20864181,Pop
0.1942983,Pop
0.17363629,Pop
0.14783382,Pop
0.13299046,Pop
0.10936897,Pop
0.09507351,Pop
0.073603615,Pop
0.05489433,Pop
0.103268884,Pop
0.13670735,Pop
0.15363239,Pop
0.16691852,Pop
0.16315174,Pop
0.17834035,Pop
0.19018921,Pop
0.1979887,Pop
0.19241908,Pop
0.1630736,Pop
0.14998819,Pop
0.15619093,Pop
0.15081534,Pop
0.14061934,Pop
0.13540354,Pop
0.12009847,Pop
0.13505097,Pop
0.15868472,Pop
0.16288756,Pop
0.14558697,Pop
0.1205202,Pop
0.088338144,Pop
0.051289655,Pop
0.048410185,Pop
0.060076013,Pop
0.10932009,Pop
0.16718464,Pop
0.18741965,Pop
0.2013744,Pop
0.1994318,Pop
0.17344695,Pop
0.15698695,Pop
0.13796778,Pop
0.14951219,Pop
0.1521109,Pop
0.14711493,Pop
0.14338088,Pop
0.10021916,Pop
0.1102279,Pop
0.14210472,Pop
0.16070464,Pop
0.18146555,Pop
0.16570948,Pop
0.14551748,Pop
0.12788509,Pop
0.09373707,Pop
0.069205254,Pop
0.05191396,Pop
0.039086543,Pop
0.15225467,Pop
0.17792235,Pop
0.19655626,Pop
0.2116216,Pop
0.1594124,Pop
0.13546334,Pop
0.11466315,Pop
0.09310899,Pop
0.09059044,Pop
0.13153815,Pop
0.16457506,Pop
0.18749754,Pop
0.20303518,Pop
0.17812817,Pop
0.14524601,Pop
0.11252854,Pop
0.13936795,Pop
0.15612474,Pop
0.16074376,Pop
0.15695077,Pop
0.09998552,Pop
0.06364431,Pop
0.08114882,Pop
0.119437896,Pop
0.17374116,Pop
0.2097178,Pop
0.20385587,Pop
0.1847204,Pop
0.13409035,Pop
0.06348494,Pop
0.03670849,Pop
0.02904978,Pop
0.027823644,Pop
0.12498587,Pop
0.15965262,Pop
0.18250382,Pop
0.20227839,Pop
0.1816931,Pop
0.16977069,Pop
0.16907547,Pop
0.16450492,Pop
0.16147076,Pop
0.17693369,Pop
0.19266702,Pop
0.20825045,Pop
0.22198339,Pop
0.22664593,Pop
0.22520399,Pop
0.22485091,Pop
0.22976421,Pop
0.22827542,Pop
0.22932829,Pop
0.2334312,Pop
0.22369978,Pop
0.19861864,Pop
0.17127076,Pop
0.13271153,Pop
0.09718735,Pop
0.09752016,Pop
0.08561245,Pop
0.07216114,Pop
0.06262638,Pop
0.048013482,Pop
0.03894958,Pop
0.037261605,Pop
0.03431569,Pop
0.04367767,Pop
0.046350192,Pop
0.053494114,Pop
0.0665686,Pop
0.07300725,Pop
0.09372911,Pop
0.11081618,Pop
0.16166472,Pop
0.18562587,Pop
0.20369454,Pop
0.21101364,Pop
0.1745911,Pop
0.14522332,Pop
0.10460168,Pop
0.06304138,Pop
0.06640536,Pop
0.17853189,Pop
0.23457572,Pop
0.26649472,Pop
0.2741004,Pop
0.21885976,Pop
0.15561616,Pop
0.11855334,Pop
0.114420086,Pop
0.14463651,Pop
0.19482206,Pop
0.22907674,Pop
0.23578984,Pop
0.23175628,Pop
0.19600122,Pop
0.14717151,Pop
0.15510522,Pop
0.16228174,Pop
0.17835756,Pop
0.18107621,Pop
0.15734681,Pop
0.14141978,Pop
0.12114185,Pop
0.13830209,Pop
0.19137105,Pop
0.21452697,Pop
0.2538174,Pop
0.26719514,Pop
0.24839552,Pop
0.23934215,Pop
0.21499743,Pop
0.17380086,Pop
0.14206275,Pop
0.10469319,Pop
0.044214543,Pop
0.13103345,Pop
0.17825732,Pop
0.19900857,Pop
0.20091425,Pop
0.16042903,Pop
0.13725461,Pop
0.18136176,Pop
0.21932256,Pop
0.23739466,Pop
0.23623164,Pop
0.20421611,Pop
0.17741881,Pop
0.1573327,Pop
0.13241458,Pop
0.09970444,Pop
0.06433921,Pop
0.07122226,Pop
0.13173915,Pop
0.1675092,Pop
0.18460956,Pop
0.19957201,Pop
0.1717933,Pop
0.15027183,Pop
0.14004599,Pop
0.13506965,Pop
0.14392017,Pop
0.14237584,Pop
0.15085109,Pop
0.13999313,Pop
0.14097965,Pop
0.15331043,Pop
0.15545458,Pop
0.15518536,Pop
0.14349654,Pop
0.13371022,Pop
0.113673486,Pop
0.094832525,Pop
0.08916443,Pop
0.08296563,Pop
0.13656917,Pop
0.20328714,Pop
0.22555381,Pop
0.2349546,Pop
0.23121427,Pop
0.20136721,Pop
0.19863284,Pop
0.20634468,Pop
0.20611486,Pop
0.20579973,Pop
0.19943498,Pop
0.1828847,Pop
0.17156355,Pop
0.15448934,Pop
0.13558058,Pop
0.11930562,Pop
0.15020272,Pop
0.20409952,Pop
0.24614279,Pop
0.26630884,Pop
0.25194114,Pop
0.21735354,Pop
0.18889779,Pop
0.17960252,Pop
0.17607778,Pop
0.17210671,Pop
0.16618496,Pop
0.16436104,Pop
0.16565059,Pop
0.16033234,Pop
0.14947584,Pop
0.12746216,Pop
0.11444089,Pop
0.116893895,Pop
0.11987692,Pop
0.12599048,Pop
0.11082513,Pop
0.08821052,Pop
0.06797401,Pop
0.05139731,Pop
0.045608655,Pop
0.041681837,Pop
0.040959615,Pop
0.04137538,Pop
0.041951895,Pop
0.04138663,Pop
0.03977432,Pop
0.03730943,Pop
0.033241834,Pop
0.06841756,Pop
0.12854406,Pop
0.16623075,Pop
0.18660213,Pop
0.18896373,Pop
0.16382785,Pop
0.12830344,Pop
0.097303726,Pop
0.072682165,Pop
0.049813867,Pop
0.04552232,Pop
0.11256655,Pop
0.16901895,Pop
0.19802828,Pop
0.21605296,Pop
0.2046283,Pop
0.16784745,Pop
0.14919415,Pop
0.12852871,Pop
0.14799246,Pop
0.19251427,Pop
0.21258391,Pop
0.23369195,Pop
0.23722985,Pop
0.22761627,Pop
0.22219197,Pop
0.21393894,Pop
0.19858775,Pop
0.17941125,Pop
0.1690414,Pop
0.14521077,Pop
0.120902464,Pop
0.09340138,Pop
0.121250175,Pop
0.20412268,Pop
0.24677558,Pop
0.27200684,Pop
0.26255044,Pop
0.22191338,Pop
0.19491021,Pop
0.18291868,Pop
0.16933596,Pop
0.1452114,Pop
0.11431108,Pop
0.07078715,Pop
0.118152134,Pop
0.1494005,Pop
0.15380755,Pop
0.16561274,Pop
0.15966982,Pop
0.17277576,Pop
0.19973339,Pop
0.22363424,Pop
0.20574655,Pop
0.17441137,Pop
0.13850245,Pop
0.070888385,Pop
0.052150678,Pop
0.045212176,Pop
0.042811763,Pop
0.039319098,Pop
0.14247106,Pop
0.18594083,Pop
0.20063807,Pop
0.2167417,Pop
0.1909804,Pop
0.16528483,Pop
0.16488108,Pop
0.16296177,Pop
0.15672539,Pop
0.15166628,Pop
0.14288259,Pop
0.13503219,Pop
0.1315108,Pop
0.14468917,Pop
0.15238461,Pop
0.14905989,Pop
0.13445432,Pop
0.142513,Pop
0.15321968,Pop
0.16963068,Pop
0.1927639,Pop
0.18256071,Pop
0.17570189,Pop
0.15834765,Pop
0.15354286,Pop
0.18001217,Pop
0.2015996,Pop
0.22313148,Pop
0.22733296,Pop
0.21391444,Pop
0.2020422,Pop
0.20229487,Pop
0.2079952,Pop
0.19759268,Pop
0.17663692,Pop
0.17003183,Pop
0.1581416,Pop
0.14998698,Pop
0.16564804,Pop
0.18561204,Pop
0.2191946,Pop
0.23854816,Pop
0.2404745,Pop
0.21812426,Pop
0.17904742,Pop
0.16709092,Pop
0.16402255,Pop
0.1598631,Pop
0.14738972,Pop
0.13157205,Pop
0.116103195,Pop
0.10291425,Pop
0.09146299,Pop
0.07849917,Pop
0.060648296,Pop
0.09248926,Pop
0.103926726,Pop
0.11464206,Pop
0.11894457,Pop
0.08881366,Pop
0.07449816,Pop
0.057245046,Pop
0.0499522,Pop
0.04497805,Pop
0.04202435,Pop
0.1648098,Pop
0.20793538,Pop
0.22143583,Pop
0.22091947,Pop
0.15228947,Pop
0.08259302,Pop
0.057921365,Pop
0.123955935,Pop
0.17366914,Pop
0.18938237,Pop
0.20809971,Pop
0.20280318,Pop
0.16781482,Pop
0.15488467,Pop
0.12162745,Pop
0.08234343,Pop
0.085151054,Pop
0.11452519,Pop
0.14501232,Pop
0.14420064,Pop
0.13719971,Pop
0.107234225,Pop
0.05376963,Pop
0.08709749,Pop
0.16793407,Pop
0.19022556,Pop
0.20836872,Pop
0.21319202,Pop
0.18908307,Pop
0.19509466,Pop
0.19864227,Pop
0.17857352,Pop
0.19392295,Pop
0.18365607,Pop
0.18812999,Pop
0.2177781,Pop
0.1960749,Pop
0.18911797,Pop
0.16009475,Pop
0.12850009,Pop
0.16260877,Pop
0.21887586,Pop
0.24909267,Pop
0.2596529,Pop
0.23123182,Pop
0.1850158,Pop
0.1678981,Pop
0.14661503,Pop
0.1430059,Pop
0.14254145,Pop
0.13946176,Pop
0.15535346,Pop
0.163789,Pop
0.15990165,Pop
0.15409347,Pop
0.15563661,Pop
0.17313552,Pop
0.20182164,Pop
0.20800807,Pop
0.206568,Pop
0.19956249,Pop
0.18000738,Pop
0.17038575,Pop
0.15041718,Pop
0.11995291,Pop
0.095445365,Pop
0.100030005,Pop
0.12820362,Pop
0.14895913,Pop
0.15482186,Pop
0.14670704,Pop
0.13955384,Pop
0.13444956,Pop
0.13283497,Pop
0.16690634,Pop
0.1793528,Pop
0.19029222,Pop
0.19168256,Pop
0.16955711,Pop
0.1589068,Pop
0.14565344,Pop
0.14461952,Pop
0.1415419,Pop
0.13779327,Pop
0.13522083,Pop
0.13362636,Pop
0.13298139,Pop
0.11716141,Pop
0.103389636,Pop
0.10292856,Pop
0.13938794,Pop
0.16663668,Pop
0.18628609,Pop
0.19484939,Pop
0.17688608,Pop
0.17006502,Pop
0.16734609,Pop
0.16533631,Pop
0.1681636,Pop
0.16932383,Pop
0.17318435,Pop
0.16552265,Pop
0.14835447,Pop
0.123947635,Pop
0.086287506,Pop
0.06548726,Pop
0.17407086,Pop
0.22246613,Pop
0.24336983,Pop
0.25791717,Pop
0.2063463,Pop
0.1714442,Pop
0.17402546,Pop
0.18095635,Pop
0.186375,Pop
0.1898832,Pop
0.18538207,Pop
0.19179684,Pop
0.21076798,Pop
0.2211859,Pop
0.22230594,Pop
0.204159,Pop
0.1800775,Pop
0.16904435,Pop
0.15627968,Pop
0.15135138,Pop
0.13842247,Pop
0.105314665,Pop
0.07658151,Pop
0.05223565,Pop
0.047150783,Pop
0.04828256,Pop
0.05002371,Pop
0.05218204,Pop
0.053520776,Pop
0.050406974,Pop
0.047986336,Pop
0.045472138,Pop
0.04816788,Pop
0.19043274,Pop
0.22070146,Pop
0.24886324,Pop
0.27071297,Pop
0.22084278,Pop
0.1994401,Pop
0.19962555,Pop
0.19370055,Pop
0.18936974,Pop
0.25756153,Pop
0.2805214,Pop
0.29931587,Pop
0.32216397,Pop
0.29157883,Pop
0.24642874,Pop
0.20660347,Pop
0.1507029,Pop
0.09239606,Pop
0.09760853,Pop
0.14941956,Pop
0.17963374,Pop
0.19736956,Pop
0.21820983,Pop
0.2106994,Pop
0.19647402,Pop
0.1834983,Pop
0.16197444,Pop
0.14465117,Pop
0.15605335,Pop
0.17975865,Pop
0.18169592,Pop
0.1770649,Pop
0.17538524,Pop
0.17069596,Pop
0.17325617,Pop
0.16907176,Pop
0.14811033,Pop
0.11808198,Pop
0.10072256,Pop
0.08780528,Pop
0.08170209,Pop
0.14081994,Pop
0.17136705,Pop
0.1920555,Pop
0.20910369,Pop
0.19184245,Pop
0.16611043,Pop
0.13925104,Pop
0.106354766,Pop
0.061301377,Pop
0.04526608,Pop
0.14414755,Pop
0.1885033,Pop
0.21521452,Pop
0.23575492,Pop
0.20600666,Pop
0.18519004,Pop
0.16911976,Pop
0.16300523,Pop
0.16574171,Pop
0.16118902,Pop
0.15786341,Pop
0.14669842,Pop
0.16017115,Pop
0.165501,Pop
0.17813043,Pop
0.1829363,Pop
0.16471614,Pop
0.16675156,Pop
0.16127507,Pop
0.16272768,Pop
0.16710141,Pop
0.16008672,Pop
0.15786277,Pop
0.14825283,Pop
0.12563126,Pop
0.10502908,Pop
0.08452524,Pop
0.07095853,Pop
0.073148906,Pop
0.0717792,Pop
0.058721077,Pop
0.102342196,Pop
0.16675177,Pop
0.19312938,Pop
0.19460893,Pop
0.17404746,Pop
0.11427013,Pop
0.05797464,Pop
0.050363768,Pop
0.042369,Pop
0.035012964,Pop
0.03411774,Pop
0.12662339,Pop
0.15728572,Pop
0.178656,Pop
0.19180255,Pop
0.16059601,Pop
0.14839305,Pop
0.15374656,Pop
0.15860602,Pop
0.16743402,Pop
0.18735303,Pop
0.20557344,Pop
0.22485313,Pop
0.23782995,Pop
0.2386956,Pop
0.23454626,Pop
0.22823067,Pop
0.22428401,Pop
0.22352679,Pop
0.21879314,Pop
0.21692184,Pop
0.22937965,Pop
0.23020601,Pop
0.23258221,Pop
0.2398264,Pop
0.21400507,Pop
0.18836725,Pop
0.1522668,Pop
0.09354707,Pop
0.062172055,Pop
0.0393298,Pop
0.02798032,Pop
0.029899545,Pop
0.16606128,Pop
0.20997483,Pop
0.21961278,Pop
0.21884587,Pop
0.14594829,Pop
0.07108783,Pop
0.031225175,Pop
0.1374413,Pop
0.33827806,Pop
0.54651195,Pop
0.7210316,Pop
0.76999795,Pop
0.8295963,Pop
0.7401624,Pop
0.59745294,Pop
0.5434142,Pop
0.34545004,Pop
0.30473927,Pop
0.32073435,Pop
0.33110124,Pop
0.36360356,Pop
0.38439655,Pop
0.36718807,Pop
0.351977,Pop
0.3461388,Pop
0.35093975,Pop
0.35900643,Pop
0.37110972,Pop
0.36048466,Pop
0.33200428,Pop
0.2944862,Pop
0.2352763,Pop
0.1749829,Pop
0.120549954,Pop
0.14253937,Pop
0.19469632,Pop
0.23896834,Pop
0.28475463,Pop
0.28841716,Pop
0.33564407,Pop
0.3716818,Pop
0.40465593,Pop
0.4553027,Pop
0.43903354,Pop
0.42389297,Pop
0.39473137,Pop
0.34856707,Pop
0.332412,Pop
0.31516856,Pop
0.29473308,Pop
0.28792277,Pop
0.2683407,Pop
0.24288806,Pop
0.23469047,Pop
0.20660473,Pop
0.18555394,Pop
0.17347604,Pop
0.18520881,Pop
0.20509574,Pop
0.25003108,Pop
0.27737156,Pop
0.3254276,Pop
0.35732234,Pop
0.35482356,Pop
0.37060437,Pop
0.35208926,Pop
0.3493382,Pop
0.35464343,Pop
0.3631286,Pop
0.44768628,Pop
0.5773841,Pop
0.5886928,Pop
0.6508522,Pop
0.6208417,Pop
0.55420417,Pop
0.6523149,Pop
0.6969804,Pop
0.72322863,Pop
0.73991746,Pop
0.65259385,Pop
0.51688004,Pop
