,Zero_crossings,Genre
0,0.017464687978160278,Pop
1,0.018863792565302396,Pop
2,0.020214652640812833,Pop
3,0.013026148402038409,Pop
4,0.005982379145508859,Pop
5,0.005982379145508859,Pop
6,0.00689903427428468,Pop
7,0.008105159005712789,Pop
8,0.00858760882591654,Pop
9,0.00839462897020253,Pop
10,0.007767444167753907,Pop
11,0.006416584092243473,Pop
12,0.006464829327550066,Pop
13,0.008153403879181927,Pop
14,0.009118303881426888,Pop
15,0.009648998936937233,Pop
16,0.009166548754896026,Pop
17,0.008153403879181927,Pop
18,0.007719198932447313,Pop
19,0.007574463950202442,Pop
20,0.00805691413224365,Pop
21,0.007670954058978175,Pop
22,0.007333239221019293,Pop
23,0.007381484094488433,Pop
24,0.0072849939857127,Pop
25,0.0072849939857127,Pop
26,0.0070920141299986895,Pop
27,0.0069472791477538185,Pop
28,0.006657809183264076,Pop
29,0.007188504238774423,Pop
30,0.007381484094488433,Pop
31,0.007140259003467828,Pop
32,0.006609564309794938,Pop
33,0.006127114127753729,Pop
34,0.007622709185509037,Pop
35,0.010131448757140987,Pop
36,0.012205983382038321,Pop
37,0.01466647808020113,Pop
38,0.014569988333262856,Pop
39,0.013846313422038499,Pop
40,0.013556843457548757,Pop
41,0.013363863239997291,Pop
42,0.013701578439793628,Pop
43,0.013605088331017895,Pop
44,0.015004193279997469,Pop
45,0.013412108475303884,Pop
46,0.011964758652855173,Pop
47,0.010806878794896203,Pop
48,0.008684098934692274,Pop
49,0.008539363952447402,Pop
50,0.007574463950202442,Pop
51,0.007043769256529551,Pop
52,0.006175359363060324,Pop
53,0.005741154416325711,Pop
54,0.006706054056733215,Pop
55,0.007477974203264165,Pop
56,0.007719198932447313,Pop
57,0.007863933914692185,Pop
58,0.007140259003467828,Pop
59,0.006464829327550066,Pop
60,0.0062236042365294625,Pop
61,0.006127114127753729,Pop
62,0.006754299292039809,Pop
63,0.006609564309794938,Pop
64,0.006320094345305196,Pop
65,0.005403439216529374,Pop
66,0.005065724378570493,Pop
67,0.006368339218774334,Pop
68,0.007140259003467828,Pop
69,0.007960424023467918,Pop
70,0.008008668896937056,Pop
71,0.006657809183264076,Pop
72,0.006657809183264076,Pop
73,0.0065130742010192045,Pop
74,0.006030624380815453,Pop
75,0.006127114127753729,Pop
76,0.005837644163263988,Pop
77,0.005741154416325711,Pop
78,0.005885889398570581,Pop
79,0.005837644163263988,Pop
80,0.005548174198774245,Pop
81,0.005355194343060235,Pop
82,0.005065724378570493,Pop
83,0.004872744522856483,Pop
84,0.004631519431835879,Pop
85,0.00443853957612187,Pop
86,0.004390294340815275,Pop
87,0.004535029323060147,Pop
88,0.00443853957612187,Pop
89,0.004390294340815275,Pop
90,0.004390294340815275,Pop
91,0.004390294340815275,Pop
92,0.004535029323060147,Pop
93,0.004293804593876998,Pop
94,0.004197314485101265,Pop
95,0.004100824376325533,Pop
96,0.004293804593876998,Pop
97,0.004583274558366741,Pop
98,0.00443853957612187,Pop
99,0.004052579502856394,Pop
100,0.006464829327550066,Pop
101,0.009841978792651243,Pop
102,0.013556843457548757,Pop
103,0.01698223779611907,Pop
104,0.016451543102446183,Pop
105,0.015052438153466607,Pop
106,0.014328763242242252,Pop
107,0.013749823313262766,Pop
108,0.01413578338652824,Pop
109,0.014328763242242252,Pop
110,0.013122638510814143,Pop
111,0.011337573488569093,Pop
112,0.010276183739385858,Pop
113,0.009118303881426888,Pop
114,0.008153403879181927,Pop
115,0.007815689041223046,Pop
116,0.007140259003467828,Pop
117,0.006609564309794938,Pop
118,0.00593413427203972,Pop
119,0.005258704234284503,Pop
120,0.004486784449591007,Pop
121,0.0037631095383666518,Pop
122,0.0038595996471423844,Pop
123,0.004004334629387256,Pop
124,0.004293804593876998,Pop
125,0.004149069611632127,Pop
126,0.003956089394080662,Pop
127,0.0038113544118357906,Pop
128,0.004342049467346137,Pop
129,0.005065724378570493,Pop
130,0.00593413427203972,Pop
131,0.006754299292039809,Pop
132,0.007188504238774423,Pop
133,0.008732343808161411,Pop
134,0.009600753701630639,Pop
135,0.010469163595099867,Pop
136,0.010227938865916717,Pop
137,0.0095525088281615,Pop
138,0.008298138861426798,Pop
139,0.007670954058978175,Pop
140,0.0070920141299986895,Pop
141,0.006320094345305196,Pop
142,0.006850789038978086,Pop
143,0.006416584092243473,Pop
144,0.0065130742010192045,Pop
145,0.006754299292039809,Pop
146,0.006706054056733215,Pop
147,0.007043769256529551,Pop
148,0.006995524021222958,Pop
149,0.006754299292039809,Pop
150,0.007188504238774423,Pop
151,0.008201649114488521,Pop
152,0.008925324025712878,Pop
153,0.009263038863671759,Pop
154,0.008491119078978263,Pop
155,0.007188504238774423,Pop
156,0.006416584092243473,Pop
157,0.005837644163263988,Pop
158,0.005982379145508859,Pop
159,0.005789399289794849,Pop
160,0.005596419434080839,Pop
161,0.005982379145508859,Pop
162,0.006416584092243473,Pop
163,0.007333239221019293,Pop
164,0.007912179149998779,Pop
165,0.008153403879181927,Pop
166,0.008298138861426798,Pop
167,0.008684098934692274,Pop
168,0.008780589043468005,Pop
169,0.008828833916937145,Pop
170,0.00805691413224365,Pop
171,0.0070920141299986895,Pop
172,0.006754299292039809,Pop
173,0.0068025441655089475,Pop
174,0.0068025441655089475,Pop
175,0.006464829327550066,Pop
176,0.0065130742010192045,Pop
177,0.0062236042365294625,Pop
178,0.0062236042365294625,Pop
179,0.006609564309794938,Pop
180,0.006561319074488344,Pop
181,0.0065130742010192045,Pop
182,0.006416584092243473,Pop
183,0.005885889398570581,Pop
184,0.006657809183264076,Pop
185,0.008201649114488521,Pop
186,0.009214793990202618,Pop
187,0.010131448757140987,Pop
188,0.01037267384816159,Pop
189,0.01037267384816159,Pop
190,0.010758633559589609,Pop
191,0.011723533561834568,Pop
192,0.01186826854407944,Pop
193,0.010999858650610213,Pop
194,0.010517408830406461,Pop
195,0.009890223666120383,Pop
196,0.010034958648365252,Pop
197,0.010179693630610125,Pop
198,0.011048103524079351,Pop
199,0.011820023670610302,Pop
200,0.011337573488569093,Pop
201,0.012157738508569183,Pop
202,0.01153055370612056,Pop
203,0.010469163595099867,Pop
204,0.010227938865916717,Pop
205,0.008828833916937145,Pop
206,0.008539363952447402,Pop
207,0.008491119078978263,Pop
208,0.00839462897020253,Pop
209,0.008539363952447402,Pop
210,0.00805691413224365,Pop
211,0.007381484094488433,Pop
212,0.007140259003467828,Pop
213,0.007429728967957571,Pop
214,0.007333239221019293,Pop
215,0.007960424023467918,Pop
216,0.007815689041223046,Pop
217,0.007381484094488433,Pop
218,0.007188504238774423,Pop
219,0.006850789038978086,Pop
220,0.006706054056733215,Pop
221,0.006416584092243473,Pop
222,0.006416584092243473,Pop
223,0.005837644163263988,Pop
224,0.005982379145508859,Pop
225,0.005596419434080839,Pop
226,0.005837644163263988,Pop
227,0.005741154416325711,Pop
228,0.005113969252039632,Pop
229,0.005210459360815364,Pop
230,0.004728009540611612,Pop
231,0.004631519431835879,Pop
232,0.004631519431835879,Pop
233,0.005113969252039632,Pop
